date,EEM_Open,GLD_Open,SPY_Open,TLT_Open,EEM_High,GLD_High,SPY_High,TLT_High,EEM_Low,GLD_Low,SPY_Low,TLT_Low,EEM_Close,GLD_Close,SPY_Close,TLT_Close,EEM_Volume,GLD_Volume,SPY_Volume,TLT_Volume
2004-12-06,14.391787243860199,45.38999938964844,80.7242202758789,44.42801047355816,14.391787243860199,45.470001220703125,81.01539920063595,44.610821209387545,14.282204273562236,45.11000061035156,80.47366928647236,44.407697739104016,14.382288932800293,45.16999816894531,80.7242202758789,44.554962158203125,1561500,3102400,33030500,1314100
2004-12-07,14.35525727545291,45.29999923706055,80.91382404688801,44.55491981050112,14.35525727545291,45.31999969482422,81.00185812841104,44.63109152374146,14.107602697474025,45.06999969482422,79.9319443913845,44.43304739386913,14.161663055419922,45.11000061035156,79.97257232666016,44.61077880859375,2119500,3797300,52047200,784300
2004-12-08,14.114177891903697,43.79999923706055,80.047042605934,44.895173649285745,14.114177891903697,44.02000045776367,80.46011041089662,45.306495666503906,13.970990928914869,43.36000061035156,79.9116127407704,44.86978177507837,14.08714771270752,44.0099983215332,80.4397964477539,45.306495666503906,2682000,6148600,43895100,2639700
2004-12-09,13.843870573177169,43.75,79.99965948631873,45.18967318447033,13.935920381604138,43.900001525878906,80.89351022826511,45.33185830226128,13.754743996088239,43.20000076293945,79.72202665089142,44.976395507783906,13.857751846313477,43.779998779296875,80.7242202758789,45.00686264038086,3485700,3553400,60922800,1428900
2004-12-10,13.741595330378,43.369998931884766,80.52785055968815,45.1693597093916,13.854830113295819,43.599998474121094,80.96123246350119,45.22014342853507,13.680230038857884,43.310001373291016,80.48044957540608,45.02717459399907,13.8438720703125,43.439998626708984,80.80548858642578,45.11857986450195,2543400,2464300,47828600,1445000
2004-12-13,13.982673176743951,43.61000061035156,81.09661403984201,45.10334321207939,14.054267883300781,44.0099983215332,81.52999565776327,45.34201272840798,13.905965637490816,43.5099983215332,80.8189761962556,45.09318879349785,14.054267883300781,43.90999984741211,81.50968170166016,45.21506118774414,2016000,1445100,38541000,677400
2004-12-14,14.097370077963589,43.7599983215332,81.38106813997115,45.06272454736295,14.194532718150718,43.79999923706055,81.90925197792974,45.418191239083654,14.077646104643897,43.5099983215332,81.38106813997115,45.04241183289998,14.183574676513672,43.54999923706055,81.79413604736328,45.392799377441406,2101500,2240600,41500700,1568200
2004-12-15,14.326037028300219,44.099998474121094,81.7331754368819,45.67717136029663,14.380097389221191,44.16999816894531,82.01081339953502,45.829514787408016,14.289509791301397,43.91999816894531,81.4690835616511,45.62131236197275,14.380097389221191,43.9900016784668,81.85506439208984,45.80412292480469,2272500,2641400,46699200,2511500
2004-12-16,14.415894611217494,43.9900016784668,81.74669819862812,45.64672217369651,14.415894611217494,44.04999923706055,82.09881887635522,45.64672217369651,14.204034883096305,43.58000183105469,81.28622951771293,45.118602992766434,14.307772636413574,43.68000030517578,81.8076400756836,45.128761291503906,1358100,3269800,51641800,1998200
2004-12-17,14.334069148054475,43.93000030517578,81.2756211816975,44.930688847057056,14.366213408737154,44.220001220703125,81.62260545043848,45.13380820309009,14.245673685244704,43.779998779296875,81.07151675769697,44.90529699042624,14.274894714355469,44.189998626708984,81.26201629638672,45.06779479980469,2043000,1889300,70761900,1319800
2004-12-20,14.428312275377042,44.33000183105469,81.47291681514196,45.12875039203834,14.462648652065187,44.369998931884766,81.84031096688192,45.245543679520765,14.285855188223412,44.130001068115234,81.07830770504468,45.10335852558309,14.461186408996582,44.34000015258789,81.28241729736328,45.14906311035156,1858500,1942100,47187400,230500
2004-12-21,14.501369730105129,44.130001068115234,81.37087189919698,45.22522137336021,14.601455648725697,44.2400016784668,81.9695906743105,45.31662664926415,14.428315248739334,44.04999923706055,81.27562212874223,45.143974391586745,14.599994659423828,44.220001220703125,81.90835571289062,45.28615951538086,2205900,1373400,33094200,245200
2004-12-22,14.616063205225256,44.20000076293945,81.90153464891085,45.30141572217907,14.640171405954291,44.22999954223633,82.37778859871797,45.30141572217907,14.564924825630552,43.88999938964844,81.84710992695985,45.04243333197975,14.596339225769043,44.02000045776367,82.10564422607422,45.13383865356445,3082500,2705800,31500700,511600
2004-12-23,14.722274476163445,44.16999816894531,82.23493300732406,45.0627096187877,14.722274476163445,44.349998474121094,82.51387729058236,45.08810147201802,14.618007333913889,44.04999923706055,82.09205834652492,44.9763835166092,14.695653915405273,44.27000045776367,82.1668930053711,44.98653793334961,2463300,639800,25646100,738600
