date,BIL_Open,DBC_Open,SPY_Open,TLT_Open,BIL_High,DBC_High,SPY_High,TLT_High,BIL_Low,DBC_Low,SPY_Low,TLT_Low,BIL_Close,DBC_Close,SPY_Close,TLT_Close,BIL_Volume,DBC_Volume,SPY_Volume,TLT_Volume
2005-01-03,,,82.70436237789788,45.10934834667928,,,82.84043716728846,45.446975822797725,,,81.57497017492958,45.09911886681168,,,81.84711456298828,45.39582061767578,,,55748000.0,1168000.0
2005-01-04,,,81.95595938324104,45.38555345799907,,,82.0103892924751,45.40089961650583,,,80.58163791477297,44.9200325012207,,,80.84697723388672,44.9200325012207,,,69167600.0,1935400.0
2005-01-05,,,80.78580545897935,45.01214675894709,,,81.13278991326953,45.29862290759443,,,80.2823413816839,44.98657111008555,,,80.28914642333984,45.160499572753906,,,65667300.0,1094100.0
2005-01-06,,,80.58166695439438,45.165651290532544,,,81.06472089380311,45.29354134269639,,,80.45920220984543,45.12984223204245,,,80.69732666015625,45.191226959228516,,,47814700.0,1057400.0
2005-01-07,,,80.94223889828196,45.40605805476154,,,81.11913353397915,45.46232995628782,,,80.37073514861513,45.19631662127408,,,80.58164978027344,45.293514251708984,,,55847700.0,738700.0
2005-01-10,,,80.51366057566821,45.34471426986581,,,81.27566432564846,45.38564003921622,,,80.51366057566821,45.257749937168334,,,80.96269989013672,45.365177154541016,,,56563300.0,379400.0
2005-01-11,,,80.71772653389009,45.47768743945285,,,80.78576134111731,45.67207884577653,,,80.27549250082853,45.39583596127869,,,80.4047622680664,45.63115310668945,,,63099700.0,844100.0
2005-01-12,,,80.55443004742283,45.46235775277609,,,80.85378419310398,45.75394691947125,,,79.95571137461592,45.42654869380984,,,80.67008972167969,45.69255828857422,,,72720500.0,722000.0
2005-01-13,,,80.71772892338288,45.91251346332632,,,80.77896388520627,46.13248443603515,,,79.94212067844138,45.90228397982763,,,80.02376556396484,46.132484436035156,,,55537500.0,1876700.0
2005-01-14,,,80.26187742415347,45.98924182376058,,,80.64287644882576,46.245021807315545,,,80.11900278990136,45.943199397216425,,,80.44557189941406,46.12736129760742,,,42032500.0,1043800.0
2005-01-18,,,80.31632471135593,45.93808614547951,,,81.38448737146994,46.291059865267236,,,80.24828470732852,45.90227710425777,,,81.28243255615234,46.28083038330078,,,57391700.0,1251600.0
2005-01-19,,,81.25524024508027,46.449627386164096,,,81.31647003690641,46.470086341851115,,,80.42520179549294,46.17849743717101,,,80.4320068359375,46.413818359375,,,54378900.0,655800.0
2005-01-20,,,80.20744750227462,46.255245617532026,,,80.41835693509734,46.562180779582796,,,79.79923352005673,46.219436580340975,,,79.94210815429688,46.50591278076172,,,72049300.0,1064200.0
2005-01-21,,,80.13944948634368,46.34734922251868,,,80.28232418616088,46.577553633807035,,,79.3638410069218,46.3064234734593,,,79.45228576660156,46.557090759277344,,,63160400.0,606300.0
2005-01-24,,,79.66314235396163,46.597971303281064,,,79.83323191081001,46.80771265413526,,,79.17328879044422,46.55193280356621,,,79.2957534790039,46.75655746459961,,,58441900.0,561400.0
2005-01-25,,,79.54069404056243,46.73614874886725,,,79.9216930404453,46.75661162896453,,,79.41142429814985,46.3013232797622,,,79.52027893066406,46.31666946411133,,,68245000.0,1942200.0
2005-01-26,,,79.81968316111792,46.4752359632114,,,80.01018276823616,46.51104501537374,,,79.62918355399968,46.36269211273148,,,79.75845336914062,46.40361785888672,,,57195100.0,709800.0
2005-01-27,,,79.73123898340884,46.306436072615035,,,80.11223820044263,46.398517081605135,,,79.58836427702117,46.21435506362494,,,79.89452362060547,46.31666946411133,,,55878800.0,463900.0
2005-01-28,,,79.93534348222336,46.66446323892621,,,79.97616853456628,46.8588544648166,,,79.3366296853524,46.6388837000163,,,79.89452362060547,46.78211975097656,,,60738900.0,1128000.0
2005-01-31,,,80.24828682735831,46.720750768254,,,80.45239646338575,46.9356049167376,,,80.08500223297057,46.70028791084257,,,80.39116668701172,46.91514205932617,,,52532700.0,1313900.0
2005-02-01,,,80.45241190170111,46.9536708301056,,,81.01711083777873,46.98447907093681,,,80.3503570641037,46.75340942944314,,,80.90145111083984,46.840702056884766,,,49841200.0,948200.0
2005-02-02,,,81.00348763149314,46.83043493561612,,,81.36407683394422,46.963943855915446,,,80.8946329622267,46.773950543090635,,,81.1463623046875,46.94853973388672,,,52468900.0,760300.0
2005-02-03,,,81.00348250569795,46.758549645600716,,,81.07152250924828,46.95367898510159,,,80.67010828933992,46.758549645600716,,,80.9354476928711,46.92286682128906,,,48837100.0,505800.0
2005-02-04,,,80.96264877493427,47.482545460938184,,,81.9355614846485,47.723887020731915,,,80.94904389099086,47.47740945053481,,,81.79949188232422,47.574974060058594,,,50024600.0,3483900.0
2005-02-07,,,81.81309276414801,47.6212156313331,,,81.99678723737212,47.970390118157184,,,81.61578821692366,47.60067549473986,,,81.69062805175781,47.9293098449707,,,45412000.0,1064600.0
2005-02-08,,,81.75865083041414,47.944723560030376,,,82.08522507901975,48.32984235206489,,,81.69061604258177,47.924183421006155,,,81.7858657836914,48.20146942138672,,,39263500.0,1383800.0
2005-02-09,,,81.92879785642441,47.98065951668021,,,81.97642276038114,48.391450473148616,,,81.1327793799798,47.94984735466314,,,81.17359924316406,48.329833984375,,,55279400.0,2125800.0
2005-02-10,,,81.4117160017249,48.00627677819004,,,81.65664033259026,48.10384133053896,,,81.13957151210025,47.62629450120727,,,81.46614074707031,47.677642822265625,,,45858600.0,1240000.0
2005-02-11,,,81.43893987189355,47.4774393562114,,,82.35062329129265,47.74445721858645,,,81.27565522615241,47.44663110964141,,,82.16692352294922,47.64689254760742,,,53133000.0,1275200.0
2005-02-14,,,82.11244163281205,47.70335538102274,,,82.22810129345365,47.862536473185884,,,81.96956701836271,47.616062776780296,,,82.10563659667969,47.79578399658203,,,32432100.0,295000.0
2005-02-15,,,82.18732793408027,47.54934167652129,,,82.6159520198102,47.68285064645613,,,82.10568302648782,47.533937548765664,,,82.4118423461914,47.55447769165039,,,43852700.0,900200.0
2005-02-16,,,82.27577085736499,47.50309056254181,,,82.63636010742759,47.53389879293417,,,82.09887615688588,47.13851213826116,,,82.46627044677734,47.374717712402344,,,55523000.0,1189700.0
2005-02-17,,,82.47985027539089,47.11799983219472,,,82.54788507655303,47.31312526926915,,,81.79268684499122,47.035839279133405,,,81.79949188232422,47.07691955566406,,,58124000.0,1146400.0
2005-02-18,,,81.80629328445104,46.49667971139833,,,81.96958303921221,46.70207327809669,,,81.57497391795677,46.45046341654938,,,81.9083480834961,46.655860900878906,,,47723300.0,2655800.0
2005-02-22,,,81.57498941232396,46.5377397094335,,,81.9627935697766,46.59936010835325,,,80.67691635344818,46.419638841874544,,,80.69052124023438,46.45044708251953,,,80697600.0,914600.0
2005-02-23,,,80.91502997983288,46.799648203182485,,,81.35045896888187,46.81505233229178,,,80.70412052315312,46.4350694496119,,,81.26881408691406,46.604522705078125,,,68292600.0,1115000.0
2005-02-24,,,81.12593886282787,46.80990248771395,,,81.86072722317307,46.897195131326775,,,80.94904940589966,46.50180435180664,,,81.8062973022461,46.50180435180664,,,68563600.0,798500.0
2005-02-25,,,81.82672545162269,46.671260655311364,,,82.77922851712061,46.799633581289804,,,81.76549566998328,46.532619619012195,,,82.6159439086914,46.727745056152344,,,60899900.0,588800.0
2005-02-28,,,82.42539867520124,46.779120642758315,,,82.52745344545905,46.779120642758315,,,81.67020064230314,46.15779578986874,,,82.07160949707031,46.22454833984375,,,69381300.0,2797300.0
2005-03-01,,,82.20092414544428,46.1224970372595,,,82.6771730793115,46.28733046171275,,,82.17370917911985,46.076135548852015,,,82.47987365722656,46.21006393432617,,,47294400.0,1648500.0
2005-03-02,,,82.16006642761123,46.076162862388934,,,82.95608436053813,46.215243480118296,,,82.08522660239024,46.060710333739266,,,82.43901062011719,46.148277282714844,,,64226500.0,1139300.0
2005-03-03,,,82.77242767476756,46.16372980629121,,,82.93571228123636,46.25644890022698,,,82.1192788674442,46.07615893483904,,,82.47306823730469,46.122520446777344,,,61230800.0,1600600.0
2005-03-04,,,83.037745177369,46.35430123023632,,,83.56842390128878,46.704572812979194,,,82.86085053915484,46.29249114088964,,,83.5003890991211,46.62215805053711,,,56168500.0,1567000.0
2005-03-07,,,83.45277688148617,46.797324322930024,,,83.85418590869045,46.8694387637933,,,83.27588221643039,46.745814569448015,,,83.54122161865234,46.8076286315918,,,43442400.0,889800.0
2005-03-08,,,83.4595756231349,46.42644177700153,,,83.68409517303128,46.49855620849378,,,83.07857652565502,46.328574437085905,,,83.22825622558594,46.36463165283203,,,44362000.0,680400.0
2005-03-09,,,82.98332940533203,45.937088939170096,,,83.20104392381558,46.050412729342575,,,82.29616584763686,45.55591213308744,,,82.30297088623047,45.607421875,,,73263600.0,2549600.0
2005-03-10,,,82.45947173586319,45.710421320375424,,,82.66358142059909,46.014335345330664,,,81.91518789444234,45.530135337744184,,,82.48668670654297,45.88555908203125,,,65149000.0,1357700.0
2005-03-11,,,82.53427657124581,45.6640783237756,,,82.81322600925412,45.77740210043206,,,81.75186855692002,45.53530201938252,,,81.9083480834961,45.55075454711914,,,57976500.0,1017900.0
2005-03-14,,,82.05802812229159,45.519858364487696,,,82.43222732351948,45.844373300034775,,,81.83350860155485,45.48380114942691,,,82.41861724853516,45.823768615722656,,,36336400.0,805000.0
2005-03-15,,,82.60913171106442,45.99373297026692,,,82.63634667523172,45.9988851214395,,,81.69745376971635,45.5352897644043,,,81.73827362060547,45.5352897644043,,,62438500.0,963900.0
2005-03-16,,,81.43890786694689,45.607414624179405,,,81.75187733515003,46.0298007286163,,,80.8946241981345,45.607414624179405,,,81.04430389404297,45.81345748901367,,,74874200.0,2097800.0
2005-03-17,,,81.17354531708067,46.0246396863966,,,81.46609958724066,46.143115588022894,,,80.94903102799371,45.90616771471031,,,81.20756530761719,45.96282958984375,,,62584200.0,1025300.0
2005-03-18,,,81.35578847882378,45.7928457181753,,,81.64266012704068,45.83405507074874,,,80.70007962099481,45.67436981201172,,,80.96646118164062,45.67436981201172,,,60232000.0,722700.0
2005-03-21,,,81.08258855088772,45.67438101673849,,,81.13040050015816,45.67438101673849,,,80.43371135205876,45.525000024469136,,,80.66593933105469,45.54560470581055,,,61244300.0,893100.0
2005-03-22,,,80.85036201082839,45.8134454249794,,,81.23285761179932,45.870107296136595,,,79.84630584716797,45.09229755292941,,,79.84630584716797,45.15925979614258,,,92472400.0,2544900.0
2005-03-23,,,79.88047344071798,45.087160308742455,,,80.40641022943613,45.41167911992489,,,79.74386932503464,45.087160308742455,,,79.91462707519531,45.37561798095703,,,70817300.0,1951700.0
2005-03-24,,,80.22880067524585,45.49410248050547,,,80.5908061814076,45.56621691213909,,,79.95558730099363,45.42198804887184,,,80.0102310180664,45.468345642089844,,,51932500.0,746800.0
2005-03-28,,,80.20146130644174,45.3241139090168,,,80.55664017875746,45.32926606236206,,,80.12632751464844,45.18503720822701,,,80.12632751464844,45.190189361572266,,,46765500.0,382200.0
2005-03-29,,,80.01020070110266,45.370471380730145,,,80.52930539437484,45.47349085879351,,,79.40230390956552,45.3241098646428,,,79.59355163574219,45.458038330078125,,,71160300.0,1135000.0
2005-03-30,,,79.7643594988191,45.43228035758504,,,80.7342622700075,45.71558981007462,,,79.7575277296944,45.41167960644133,,,80.7206039428711,45.68468475341797,,,62002100.0,1095600.0
2005-03-31,,,80.72744245388841,45.94741136043119,,,80.91185854675288,46.04528266798117,,,80.5088727236611,45.77227736791362,,,80.57034301757812,46.01437759399414,,,64575400.0,2410900.0
2005-04-01,,,81.02797875392596,46.28837158720332,,,81.2738703705687,46.355586089669806,,,79.85316962132754,45.755846546652506,,,80.20834350585938,46.16946029663086,,,95255300.0,2805300.0
2005-04-04,,,80.16048603632625,46.159122467041016,,,80.50200139769059,46.35559079324672,,,79.73700511223456,46.10225047203552,,,80.34490203857422,46.159122467041016,,,71581200.0,754800.0
2005-04-05,,,80.44737944818493,46.13844476436266,,,80.85719695044521,46.20048802105568,,,80.37224563147412,45.978171281881195,,,80.72742462158203,46.04021453857422,,,46853900.0,733300.0
2005-04-06,,,80.9050211128385,46.226356655173234,,,81.24653661810352,46.241866488684,,,80.72060503288513,46.11777993156753,,,81.00747680664062,46.200504302978516,,,53268200.0,402800.0
2005-04-07,,,80.87765339894146,46.1694829881285,,,81.45822834914387,46.31424668841585,,,80.81617793702533,45.812741052052544,,,81.44456481933594,45.828250885009766,,,46734600.0,973000.0
2005-04-08,,,81.39678584189762,45.78686308308522,,,81.42410770146536,46.014351024551814,,,80.59764099121094,45.67311911235192,,,80.59764099121094,45.98849868774414,,,63772900.0,438600.0
2005-04-11,,,80.79573560500701,45.998829738742074,,,80.88452775679704,46.33489031094165,,,80.4815419781582,45.98331991832717,,,80.65912628173828,46.236656188964844,,,44945000.0,1460200.0
2005-04-12,,,80.52249141156017,46.13325424799815,,,81.32163610575137,46.73816090458243,,,79.96240642788204,46.0763822774292,,,81.07574462890625,46.66577911376953,,,86144800.0,1931500.0
2005-04-13,,,80.98013722774691,46.71230586327043,,,81.14406838641814,46.758839265813165,,,80.00340288788979,46.427949971441706,,,80.11952209472656,46.552032470703125,,,65949000.0,1001700.0
2005-04-14,,,80.18781401825625,46.57274202515043,,,80.25611605352637,46.593423111759634,,,79.07447052001953,46.355596532524764,,,79.07447052001953,46.479679107666016,,,96119800.0,1461800.0
2005-04-15,,,79.054003812556,46.81053473450869,,,79.36819743661738,47.11040435659976,,,77.93383342725447,46.64509010585691,,,77.96798706054688,47.09489059448242,,,128677300.0,2807300.0
2005-04-18,,,77.94747380249346,47.23967427305016,,,78.5212171513025,47.2500128401577,,,77.83818637732341,47.01735760736991,,,78.20702362060547,47.0587158203125,,,100035200.0,3510800.0
2005-04-19,,,78.6168549016449,47.22416737807308,,,78.9105583946755,47.586080391704556,,,78.43243885304993,47.21382880946099,,,78.82859802246094,47.51369857788086,,,64930100.0,1733600.0
2005-04-20,,,78.80810486499182,47.162142938849804,,,78.97886259323977,47.44649902718674,,,77.55816225466221,47.14146185059569,,,77.72891998291016,47.394798278808594,,,107735900.0,1617900.0
2005-04-21,,,78.40510492364643,47.203520683379764,,,79.37500739371849,47.26556002408881,,,78.12505979871939,46.893308201772314,,,79.2384033203125,46.89847946166992,,,86952200.0,1288500.0
2005-04-22,,,79.05398783227396,47.187991652772325,,,79.57309272893019,47.34826910167282,,,78.04993166534992,47.094928727270656,,,78.93787384033203,47.29139709472656,,,88845800.0,876300.0
2005-04-25,,,79.13592972408628,47.38960340094877,,,79.57306891324448,47.472323761336625,,,79.04030585215231,47.31205035123318,,,79.45695495605469,47.43096160888672,,,52284100.0,818300.0
2005-04-26,,,79.20424736072499,47.56019412724878,,,79.75750061614895,47.59121769998101,,,78.65099410530105,47.22413369163935,,,78.68514251708984,47.358558654785156,,,72626000.0,549300.0
2005-04-27,,,78.45291301226374,47.59125472829213,,,79.27937960128182,47.6688038591842,,,78.16604134555223,47.462000917454304,,,78.99250793457031,47.52404022216797,,,84131900.0,684900.0
2005-04-28,,,78.7329868752402,47.591246752686665,,,79.01303210719779,47.90145505780836,,,78.00214385986328,47.53954208140588,,,78.00214385986328,47.87560272216797,,,72481500.0,1062000.0
2005-04-29,,,78.59636792753919,47.860072460121934,,,79.14279474917704,48.05136940643542,,,77.84503495612144,47.67911802145292,,,79.06082916259766,47.79286193847656,,,103993800.0,1445100.0
2005-05-02,,,79.27938222288232,47.81361687343907,,,79.51161539726475,47.87069258642988,,,78.90371321040102,47.58531402147582,,,79.5047836303711,47.7824821472168,,,56026400.0,1358200.0
2005-05-03,,,79.27938245967786,47.772138937568414,,,79.81214563452532,48.01600733868364,,,79.01983263916817,47.69430800720145,,,79.64138793945312,47.9122314453125,,,86000300.0,1884900.0
2005-05-04,,,79.67552848986172,47.45042157370974,,,80.42686118267952,47.59051798685916,,,79.42280526662127,47.24287778313054,,,80.256103515625,47.4919319152832,,,81055700.0,2211500.0
